AreaInPixels,PhysicalSize,Polygon
819,819,[110072.0:46179.0:110071.0:46180.0:110070.0:46180.0:110069.0:46181.0:110067.0:46181.0:110066.0:46182.0:110065.0:46182.0:110064.0:46183.0:110063.0:46183.0:110062.0:46184.0:110061.0:46184.0:110060.0:46185.0:110059.0:46185.0:110057.0:46187.0:110057.0:46188.0:110056.0:46189.0:110056.0:46191.0:110060.0:46195.0:110060.0:46196.0:110061.0:46197.0:110061.0:46198.0:110062.0:46198.0:110063.0:46199.0:110064.0:46198.0:110069.0:46198.0:110070.0:46197.0:110071.0:46197.0:110074.0:46194.0:110075.0:46194.0:110077.0:46192.0:110081.0:46192.0:110082.0:46191.0:110095.0:46191.0:110096.0:46192.0:110111.0:46192.0:110112.0:46191.0:110113.0:46191.0:110115.0:46189.0:110115.0:46188.0:110116.0:46187.0:110116.0:46184.0:110117.0:46183.0:110117.0:46182.0:110116.0:46181.0:110116.0:46180.0:110115.0:46179.0:110100.0:46179.0:110099.0:46180.0:110096.0:46180.0:110095.0:46181.0:110088.0:46181.0:110087.0:46180.0:110084.0:46180.0:110083.0:46179.0]
164,164,[111297.0:46175.0:111296.0:46176.0:111295.0:46176.0:111294.0:46177.0:111294.0:46181.0:111293.0:46182.0:111293.0:46189.0:111294.0:46190.0:111294.0:46191.0:111295.0:46192.0:111296.0:46192.0:111298.0:46194.0:111299.0:46194.0:111299.0:46193.0:111300.0:46192.0:111300.0:46190.0:111302.0:46188.0:111302.0:46187.0:111303.0:46186.0:111303.0:46184.0:111304.0:46183.0:111304.0:46182.0:111303.0:46181.0:111303.0:46179.0:111301.0:46177.0:111300.0:46177.0:111299.0:46176.0:111298.0:46176.0]
423,423,[108033.0:46174.0:108028.0:46179.0:108028.0:46181.0:108027.0:46182.0:108027.0:46184.0:108028.0:46185.0:108028.0:46186.0:108029.0:46187.0:108029.0:46188.0:108030.0:46189.0:108030.0:46190.0:108031.0:46191.0:108032.0:46191.0:108033.0:46192.0:108033.0:46193.0:108036.0:46196.0:108037.0:46196.0:108038.0:46197.0:108039.0:46197.0:108040.0:46198.0:108048.0:46198.0:108049.0:46197.0:108050.0:46197.0:108052.0:46195.0:108052.0:46191.0:108050.0:46189.0:108050.0:46188.0:108048.0:46186.0:108048.0:46185.0:108042.0:46179.0:108042.0:46178.0:108038.0:46174.0]
46,46,[109618.0:46185.0:109617.0:46186.0:109617.0:46189.0:109622.0:46189.0:109623.0:46190.0:109624.0:46190.0:109625.0:46189.0:109625.0:46188.0:109626.0:46187.0:109624.0:46185.0]
540,540,[110315.0:46174.0:110314.0:46175.0:110310.0:46175.0:110309.0:46176.0:110308.0:46176.0:110306.0:46178.0:110306.0:46179.0:110305.0:46180.0:110305.0:46188.0:110306.0:46189.0:110306.0:46191.0:110307.0:46192.0:110307.0:46193.0:110308.0:46194.0:110308.0:46195.0:110311.0:46198.0:110312.0:46198.0:110313.0:46199.0:110314.0:46199.0:110315.0:46200.0:110320.0:46200.0:110321.0:46199.0:110323.0:46199.0:110327.0:46195.0:110327.0:46194.0:110328.0:46193.0:110328.0:46191.0:110329.0:46190.0:110329.0:46183.0:110328.0:46182.0:110328.0:46181.0:110326.0:46179.0:110326.0:46178.0:110323.0:46175.0:110322.0:46175.0:110321.0:46174.0]
50,50,[111139.0:46184.0:111139.0:46189.0:111141.0:46191.0:111142.0:46191.0:111143.0:46192.0:111145.0:46190.0:111145.0:46186.0:111143.0:46184.0]
367,367,[109007.0:46174.0:109005.0:46176.0:109005.0:46178.0:109002.0:46181.0:109001.0:46181.0:109000.0:46180.0:108996.0:46180.0:108995.0:46181.0:108995.0:46183.0:108994.0:46184.0:108994.0:46186.0:108995.0:46187.0:108995.0:46192.0:108996.0:46192.0:108999.0:46195.0:109001.0:46195.0:109004.0:46198.0:109006.0:46198.0:109008.0:46200.0:109012.0:46200.0:109013.0:46199.0:109013.0:46190.0:109012.0:46189.0:109012.0:46187.0:109011.0:46186.0:109011.0:46179.0:109012.0:46178.0:109012.0:46175.0:109011.0:46174.0]
260,260,[111580.0:46182.0:111579.0:46183.0:111576.0:46183.0:111575.0:46184.0:111574.0:46184.0:111574.0:46185.0:111573.0:46186.0:111573.0:46191.0:111575.0:46193.0:111576.0:46193.0:111577.0:46194.0:111587.0:46194.0:111588.0:46195.0:111589.0:46195.0:111590.0:46194.0:111592.0:46194.0:111593.0:46193.0:111594.0:46193.0:111594.0:46192.0:111595.0:46191.0:111595.0:46189.0:111596.0:46188.0:111596.0:46187.0:111595.0:46186.0:111595.0:46185.0:111594.0:46185.0:111593.0:46184.0:111589.0:46184.0:111588.0:46183.0:111586.0:46183.0:111585.0:46182.0]
126,126,[111277.0:46184.0:111277.0:46186.0:111276.0:46187.0:111276.0:46188.0:111275.0:46189.0:111275.0:46193.0:111276.0:46194.0:111276.0:46195.0:111278.0:46197.0:111281.0:46197.0:111282.0:46196.0:111283.0:46196.0:111284.0:46195.0:111284.0:46194.0:111285.0:46193.0:111285.0:46192.0:111286.0:46191.0:111286.0:46187.0:111285.0:46186.0:111282.0:46186.0:111281.0:46185.0:111280.0:46185.0:111279.0:46184.0]
555,555,[108099.0:46171.0:108098.0:46172.0:108098.0:46186.0:108099.0:46187.0:108099.0:46193.0:108100.0:46194.0:108100.0:46196.0:108101.0:46197.0:108101.0:46198.0:108102.0:46199.0:108103.0:46199.0:108104.0:46200.0:108107.0:46200.0:108108.0:46201.0:108112.0:46201.0:108113.0:46202.0:108114.0:46202.0:108115.0:46203.0:108117.0:46203.0:108118.0:46204.0:108120.0:46204.0:108121.0:46205.0:108122.0:46205.0:108124.0:46203.0:108124.0:46202.0:108125.0:46201.0:108125.0:46200.0:108126.0:46199.0:108126.0:46196.0:108125.0:46195.0:108125.0:46194.0:108122.0:46191.0:108120.0:46191.0:108119.0:46190.0:108118.0:46190.0:108114.0:46186.0:108114.0:46185.0:108110.0:46181.0:108110.0:46180.0:108109.0:46179.0:108109.0:46177.0:108107.0:46175.0:108103.0:46175.0:108102.0:46174.0:108102.0:46173.0:108101.0:46172.0:108101.0:46171.0]
582,582,[109670.0:46176.0:109669.0:46177.0:109667.0:46177.0:109666.0:46178.0:109663.0:46178.0:109662.0:46179.0:109659.0:46179.0:109658.0:46180.0:109655.0:46180.0:109654.0:46181.0:109652.0:46181.0:109651.0:46182.0:109649.0:46182.0:109648.0:46183.0:109647.0:46183.0:109641.0:46189.0:109641.0:46190.0:109640.0:46191.0:109640.0:46192.0:109639.0:46193.0:109639.0:46198.0:109641.0:46200.0:109641.0:46201.0:109644.0:46204.0:109648.0:46204.0:109649.0:46205.0:109652.0:46205.0:109653.0:46204.0:109658.0:46204.0:109658.0:46197.0:109663.0:46192.0:109664.0:46192.0:109665.0:46191.0:109667.0:46191.0:109667.0:46190.0:109668.0:46189.0:109668.0:46188.0:109669.0:46187.0:109669.0:46185.0:109670.0:46184.0:109670.0:46182.0:109671.0:46181.0:109670.0:46180.0]
690,690,[110285.0:46179.0:110283.0:46181.0:110282.0:46181.0:110281.0:46182.0:110275.0:46182.0:110274.0:46183.0:110273.0:46182.0:110271.0:46182.0:110270.0:46183.0:110267.0:46183.0:110266.0:46184.0:110264.0:46184.0:110264.0:46185.0:110263.0:46186.0:110263.0:46189.0:110264.0:46190.0:110264.0:46192.0:110266.0:46194.0:110267.0:46194.0:110268.0:46195.0:110269.0:46195.0:110271.0:46197.0:110271.0:46200.0:110272.0:46201.0:110272.0:46202.0:110273.0:46202.0:110274.0:46203.0:110275.0:46203.0:110276.0:46204.0:110277.0:46204.0:110278.0:46205.0:110287.0:46205.0:110290.0:46202.0:110291.0:46202.0:110296.0:46197.0:110296.0:46196.0:110297.0:46195.0:110297.0:46184.0:110295.0:46182.0:110294.0:46182.0:110293.0:46181.0:110292.0:46181.0:110290.0:46179.0]
307,307,[111536.0:46182.0:111535.0:46183.0:111534.0:46183.0:111530.0:46187.0:111530.0:46191.0:111531.0:46192.0:111531.0:46195.0:111532.0:46196.0:111532.0:46199.0:111536.0:46203.0:111537.0:46203.0:111539.0:46201.0:111540.0:46201.0:111540.0:46200.0:111543.0:46197.0:111544.0:46197.0:111545.0:46196.0:111546.0:46196.0:111548.0:46194.0:111548.0:46193.0:111549.0:46192.0:111549.0:46189.0:111548.0:46188.0:111548.0:46187.0:111547.0:46186.0:111547.0:46185.0:111545.0:46183.0:111544.0:46183.0:111543.0:46182.0]
151,151,[108466.0:46186.0:108465.0:46187.0:108464.0:46187.0:108464.0:46188.0:108463.0:46189.0:108463.0:46193.0:108467.0:46197.0:108470.0:46197.0:108471.0:46198.0:108473.0:46198.0:108474.0:46199.0:108475.0:46199.0:108476.0:46198.0:108476.0:46191.0:108475.0:46190.0:108475.0:46189.0:108474.0:46188.0:108474.0:46187.0:108473.0:46187.0:108472.0:46186.0]
291,291,[108320.0:46183.0:108319.0:46184.0:108318.0:46184.0:108318.0:46185.0:108317.0:46186.0:108317.0:46191.0:108323.0:46197.0:108323.0:46198.0:108324.0:46199.0:108324.0:46200.0:108327.0:46203.0:108329.0:46203.0:108330.0:46204.0:108331.0:46203.0:108335.0:46203.0:108337.0:46201.0:108337.0:46196.0:108336.0:46195.0:108336.0:46194.0:108334.0:46192.0:108334.0:46191.0:108328.0:46185.0:108327.0:46185.0:108326.0:46184.0:108323.0:46184.0:108322.0:46183.0]
1853,1853,[109394.0:46178.0:109393.0:46179.0:109390.0:46179.0:109389.0:46180.0:109386.0:46180.0:109385.0:46181.0:109384.0:46181.0:109383.0:46182.0:109382.0:46182.0:109378.0:46186.0:109377.0:46186.0:109376.0:46187.0:109374.0:46187.0:109370.0:46191.0:109370.0:46193.0:109369.0:46194.0:109369.0:46197.0:109368.0:46198.0:109368.0:46200.0:109369.0:46201.0:109369.0:46202.0:109374.0:46207.0:109376.0:46207.0:109377.0:46208.0:109378.0:46208.0:109379.0:46209.0:109387.0:46209.0:109389.0:46211.0:109389.0:46218.0:109391.0:46220.0:109391.0:46221.0:109393.0:46223.0:109394.0:46223.0:109395.0:46224.0:109401.0:46224.0:109402.0:46223.0:109405.0:46223.0:109406.0:46224.0:109412.0:46224.0:109413.0:46223.0:109415.0:46223.0:109416.0:46222.0:109420.0:46222.0:109421.0:46221.0:109423.0:46221.0:109427.0:46217.0:109427.0:46216.0:109428.0:46215.0:109428.0:46213.0:109427.0:46212.0:109427.0:46210.0:109421.0:46204.0:109421.0:46203.0:109420.0:46203.0:109417.0:46200.0:109417.0:46199.0:109416.0:46198.0:109416.0:46192.0:109415.0:46191.0:109415.0:46190.0:109414.0:46189.0:109414.0:46187.0:109409.0:46182.0:109408.0:46182.0:109407.0:46181.0:109406.0:46181.0:109405.0:46180.0:109403.0:46180.0:109402.0:46179.0:109400.0:46179.0:109399.0:46178.0]
134,134,[111499.0:46188.0:111498.0:46189.0:111497.0:46189.0:111497.0:46190.0:111496.0:46191.0:111496.0:46196.0:111493.0:46199.0:111492.0:46199.0:111498.0:46199.0:111500.0:46201.0:111500.0:46202.0:111502.0:46204.0:111502.0:46205.0:111502.0:46201.0:111503.0:46200.0:111503.0:46198.0:111505.0:46196.0:111505.0:46194.0:111506.0:46193.0:111506.0:46191.0:111505.0:46190.0:111505.0:46189.0:111504.0:46188.0]
340,340,[111709.0:46182.0:111708.0:46183.0:111707.0:46183.0:111705.0:46185.0:111705.0:46186.0:111703.0:46188.0:111703.0:46189.0:111701.0:46191.0:111700.0:46191.0:111696.0:46195.0:111696.0:46196.0:111693.0:46199.0:111692.0:46199.0:111689.0:46202.0:111690.0:46203.0:111691.0:46203.0:111692.0:46204.0:111701.0:46204.0:111702.0:46203.0:111704.0:46203.0:111705.0:46202.0:111706.0:46202.0:111707.0:46201.0:111709.0:46201.0:111710.0:46200.0:111711.0:46200.0:111713.0:46198.0:111713.0:46196.0:111714.0:46195.0:111714.0:46194.0:111715.0:46193.0:111715.0:46188.0:111714.0:46187.0:111714.0:46185.0:111713.0:46184.0:111713.0:46183.0:111712.0:46182.0]
1301,1301,[109707.0:46176.0:109706.0:46177.0:109704.0:46177.0:109702.0:46179.0:109702.0:46180.0:109701.0:46181.0:109701.0:46182.0:109700.0:46183.0:109700.0:46184.0:109699.0:46185.0:109699.0:46187.0:109698.0:46188.0:109698.0:46190.0:109699.0:46191.0:109699.0:46193.0:109702.0:46196.0:109703.0:46196.0:109704.0:46197.0:109705.0:46197.0:109706.0:46198.0:109707.0:46198.0:109712.0:46203.0:109712.0:46204.0:109713.0:46205.0:109713.0:46206.0:109714.0:46207.0:109714.0:46209.0:109715.0:46210.0:109715.0:46212.0:109716.0:46213.0:109716.0:46214.0:109718.0:46216.0:109718.0:46218.0:109717.0:46219.0:109717.0:46222.0:109718.0:46223.0:109722.0:46219.0:109723.0:46219.0:109724.0:46218.0:109725.0:46218.0:109727.0:46216.0:109728.0:46216.0:109730.0:46214.0:109730.0:46212.0:109733.0:46209.0:109734.0:46209.0:109736.0:46207.0:109736.0:46206.0:109739.0:46203.0:109742.0:46203.0:109743.0:46202.0:109744.0:46202.0:109747.0:46199.0:109747.0:46197.0:109746.0:46196.0:109746.0:46195.0:109744.0:46193.0:109743.0:46193.0:109739.0:46189.0:109739.0:46188.0:109738.0:46187.0:109738.0:46185.0:109735.0:46182.0:109735.0:46181.0:109734.0:46181.0:109733.0:46180.0:109727.0:46180.0:109726.0:46179.0:109720.0:46179.0:109719.0:46178.0:109716.0:46178.0:109715.0:46177.0:109711.0:46177.0:109710.0:46176.0]
186,186,[108785.0:46190.0:108784.0:46191.0:108783.0:46191.0:108782.0:46192.0:108781.0:46192.0:108780.0:46193.0:108780.0:46196.0:108782.0:46198.0:108783.0:46198.0:108785.0:46200.0:108786.0:46200.0:108787.0:46201.0:108795.0:46201.0:108796.0:46200.0:108797.0:46200.0:108797.0:46199.0:108799.0:46197.0:108799.0:46193.0:108798.0:46193.0:108797.0:46192.0:108794.0:46192.0:108793.0:46191.0:108791.0:46191.0:108790.0:46190.0]
46,46,[108449.0:46194.0:108448.0:46195.0:108448.0:46197.0:108449.0:46198.0:108450.0:46198.0:108451.0:46199.0:108452.0:46199.0:108453.0:46200.0:108457.0:46200.0:108458.0:46199.0:108458.0:46198.0:108457.0:46198.0:108456.0:46197.0:108455.0:46197.0:108454.0:46196.0:108453.0:46196.0:108452.0:46195.0:108451.0:46195.0:108450.0:46194.0]
481,481,[109479.0:46186.0:109478.0:46187.0:109475.0:46187.0:109474.0:46188.0:109473.0:46188.0:109470.0:46191.0:109470.0:46192.0:109469.0:46193.0:109469.0:46194.0:109470.0:46195.0:109470.0:46196.0:109471.0:46197.0:109471.0:46198.0:109475.0:46202.0:109475.0:46203.0:109477.0:46205.0:109478.0:46205.0:109479.0:46206.0:109482.0:46206.0:109483.0:46207.0:109492.0:46207.0:109492.0:46206.0:109493.0:46205.0:109493.0:46204.0:109495.0:46202.0:109495.0:46201.0:109496.0:46200.0:109496.0:46199.0:109497.0:46198.0:109497.0:46193.0:109493.0:46189.0:109492.0:46189.0:109490.0:46187.0:109487.0:46187.0:109486.0:46186.0]
342,342,[109588.0:46187.0:109587.0:46188.0:109586.0:46188.0:109585.0:46189.0:109584.0:46189.0:109582.0:46191.0:109582.0:46193.0:109581.0:46194.0:109581.0:46196.0:109582.0:46197.0:109582.0:46198.0:109586.0:46202.0:109587.0:46202.0:109588.0:46203.0:109589.0:46203.0:109590.0:46204.0:109594.0:46204.0:109595.0:46205.0:109601.0:46205.0:109601.0:46201.0:109602.0:46200.0:109602.0:46199.0:109606.0:46195.0:109606.0:46194.0:109605.0:46193.0:109605.0:46192.0:109604.0:46192.0:109603.0:46191.0:109600.0:46191.0:109599.0:46190.0:109598.0:46190.0:109597.0:46189.0:109595.0:46189.0:109594.0:46188.0:109593.0:46188.0:109592.0:46187.0]
160,160,[108246.0:46192.0:108245.0:46193.0:108243.0:46193.0:108241.0:46195.0:108241.0:46197.0:108246.0:46197.0:108247.0:46198.0:108248.0:46198.0:108251.0:46201.0:108254.0:46201.0:108255.0:46202.0:108262.0:46202.0:108263.0:46201.0:108263.0:46200.0:108262.0:46199.0:108262.0:46198.0:108258.0:46194.0:108256.0:46194.0:108255.0:46193.0:108251.0:46193.0:108250.0:46192.0]
462,462,[111197.0:46183.0:111196.0:46184.0:111196.0:46185.0:111195.0:46186.0:111195.0:46187.0:111194.0:46188.0:111194.0:46189.0:111192.0:46191.0:111189.0:46191.0:111188.0:46190.0:111187.0:46191.0:111186.0:46191.0:111185.0:46192.0:111185.0:46193.0:111183.0:46195.0:111183.0:46196.0:111181.0:46198.0:111181.0:46199.0:111179.0:46201.0:111179.0:46202.0:111178.0:46203.0:111178.0:46204.0:111177.0:46205.0:111177.0:46206.0:111178.0:46207.0:111178.0:46208.0:111180.0:46210.0:111181.0:46210.0:111182.0:46211.0:111187.0:46211.0:111188.0:46210.0:111189.0:46210.0:111190.0:46209.0:111195.0:46209.0:111196.0:46208.0:111197.0:46208.0:111199.0:46206.0:111199.0:46205.0:111200.0:46204.0:111200.0:46202.0:111201.0:46201.0:111201.0:46197.0:111202.0:46196.0:111202.0:46195.0:111203.0:46194.0:111203.0:46191.0:111202.0:46190.0:111202.0:46189.0:111201.0:46188.0:111201.0:46187.0:111199.0:46185.0:111199.0:46184.0:111198.0:46183.0]
251,251,[111603.0:46187.0:111602.0:46188.0:111602.0:46189.0:111595.0:46196.0:111595.0:46203.0:111598.0:46206.0:111598.0:46208.0:111601.0:46211.0:111603.0:46211.0:111605.0:46209.0:111605.0:46207.0:111606.0:46206.0:111606.0:46205.0:111608.0:46203.0:111608.0:46202.0:111609.0:46201.0:111609.0:46200.0:111610.0:46199.0:111610.0:46198.0:111611.0:46197.0:111611.0:46196.0:111609.0:46194.0:111608.0:46194.0:111607.0:46193.0:111607.0:46192.0:111606.0:46191.0:111605.0:46191.0:111604.0:46190.0:111604.0:46188.0]
545,545,[109671.0:46176.0:109671.0:46180.0:109672.0:46181.0:109671.0:46182.0:109671.0:46184.0:109670.0:46185.0:109670.0:46187.0:109669.0:46188.0:109669.0:46189.0:109668.0:46190.0:109668.0:46191.0:109669.0:46191.0:109671.0:46193.0:109671.0:46194.0:109670.0:46195.0:109670.0:46197.0:109669.0:46198.0:109669.0:46203.0:109670.0:46204.0:109670.0:46206.0:109671.0:46207.0:109671.0:46210.0:109672.0:46211.0:109672.0:46212.0:109673.0:46213.0:109674.0:46213.0:109675.0:46214.0:109679.0:46214.0:109679.0:46213.0:109680.0:46212.0:109680.0:46211.0:109681.0:46210.0:109681.0:46206.0:109682.0:46205.0:109682.0:46201.0:109683.0:46200.0:109683.0:46199.0:109685.0:46197.0:109685.0:46196.0:109686.0:46195.0:109686.0:46193.0:109687.0:46192.0:109687.0:46184.0:109686.0:46183.0:109686.0:46182.0:109682.0:46178.0:109680.0:46178.0:109679.0:46177.0:109674.0:46177.0:109673.0:46176.0]
155,155,[108493.0:46195.0:108489.0:46199.0:108489.0:46201.0:108488.0:46202.0:108488.0:46207.0:108489.0:46208.0:108489.0:46209.0:108492.0:46212.0:108494.0:46212.0:108496.0:46210.0:108496.0:46209.0:108497.0:46208.0:108497.0:46206.0:108498.0:46205.0:108498.0:46203.0:108499.0:46202.0:108499.0:46199.0:108497.0:46197.0:108497.0:46196.0:108496.0:46196.0:108495.0:46195.0]
607,607,[111433.0:46186.0:111429.0:46190.0:111429.0:46191.0:111428.0:46192.0:111428.0:46193.0:111427.0:46194.0:111427.0:46195.0:111426.0:46196.0:111426.0:46197.0:111425.0:46198.0:111425.0:46200.0:111424.0:46201.0:111424.0:46204.0:111423.0:46205.0:111423.0:46207.0:111422.0:46208.0:111422.0:46211.0:111423.0:46212.0:111423.0:46214.0:111424.0:46215.0:111424.0:46216.0:111426.0:46218.0:111429.0:46218.0:111430.0:46219.0:111432.0:46219.0:111433.0:46218.0:111434.0:46218.0:111435.0:46217.0:111436.0:46217.0:111441.0:46212.0:111441.0:46211.0:111442.0:46210.0:111442.0:46209.0:111443.0:46208.0:111443.0:46206.0:111444.0:46205.0:111444.0:46204.0:111445.0:46203.0:111445.0:46201.0:111446.0:46200.0:111446.0:46191.0:111444.0:46189.0:111443.0:46189.0:111441.0:46187.0:111440.0:46187.0:111439.0:46186.0]
368,368,[109054.0:46195.0:109053.0:46196.0:109052.0:46196.0:109051.0:46197.0:109051.0:46198.0:109050.0:46199.0:109050.0:46204.0:109049.0:46205.0:109049.0:46208.0:109051.0:46210.0:109051.0:46211.0:109052.0:46211.0:109053.0:46212.0:109055.0:46212.0:109056.0:46213.0:109057.0:46213.0:109058.0:46214.0:109063.0:46214.0:109064.0:46213.0:109065.0:46213.0:109066.0:46212.0:109067.0:46212.0:109068.0:46211.0:109071.0:46211.0:109072.0:46212.0:109073.0:46212.0:109073.0:46211.0:109074.0:46210.0:109074.0:46208.0:109073.0:46207.0:109073.0:46205.0:109072.0:46204.0:109072.0:46203.0:109071.0:46203.0:109069.0:46201.0:109068.0:46201.0:109067.0:46200.0:109066.0:46200.0:109065.0:46199.0:109064.0:46199.0:109061.0:46196.0:109060.0:46196.0:109059.0:46195.0]
235,235,[110666.0:46195.0:110665.0:46196.0:110663.0:46196.0:110661.0:46198.0:110661.0:46199.0:110660.0:46200.0:110660.0:46213.0:110661.0:46214.0:110665.0:46214.0:110666.0:46215.0:110669.0:46215.0:110670.0:46214.0:110670.0:46213.0:110671.0:46212.0:110671.0:46211.0:110672.0:46210.0:110672.0:46199.0:110671.0:46198.0:110671.0:46197.0:110670.0:46197.0:110668.0:46195.0]
269,269,[109766.0:46195.0:109766.0:46199.0:109767.0:46200.0:109767.0:46202.0:109769.0:46204.0:109769.0:46205.0:109771.0:46207.0:109771.0:46208.0:109776.0:46213.0:109778.0:46213.0:109779.0:46214.0:109782.0:46214.0:109783.0:46213.0:109785.0:46213.0:109785.0:46212.0:109786.0:46211.0:109786.0:46210.0:109787.0:46209.0:109787.0:46205.0:109785.0:46203.0:109784.0:46203.0:109783.0:46202.0:109782.0:46202.0:109780.0:46200.0:109779.0:46200.0:109778.0:46199.0:109777.0:46199.0:109774.0:46196.0:109771.0:46196.0:109770.0:46195.0]
432,432,[110429.0:46194.0:110428.0:46195.0:110428.0:46196.0:110427.0:46197.0:110427.0:46198.0:110426.0:46199.0:110426.0:46201.0:110425.0:46202.0:110425.0:46210.0:110426.0:46211.0:110426.0:46213.0:110428.0:46215.0:110428.0:46216.0:110430.0:46218.0:110430.0:46219.0:110431.0:46220.0:110431.0:46222.0:110433.0:46222.0:110434.0:46221.0:110437.0:46221.0:110438.0:46220.0:110440.0:46220.0:110441.0:46219.0:110447.0:46219.0:110448.0:46218.0:110446.0:46216.0:110446.0:46215.0:110445.0:46214.0:110445.0:46213.0:110444.0:46212.0:110444.0:46210.0:110443.0:46209.0:110443.0:46207.0:110442.0:46206.0:110442.0:46205.0:110440.0:46203.0:110440.0:46202.0:110438.0:46200.0:110438.0:46199.0:110434.0:46195.0:110432.0:46195.0:110431.0:46194.0]
133,133,[111228.0:46200.0:111226.0:46202.0:111226.0:46212.0:111224.0:46214.0:111224.0:46217.0:111225.0:46218.0:111226.0:46217.0:111226.0:46216.0:111229.0:46213.0:111230.0:46213.0:111231.0:46212.0:111231.0:46211.0:111233.0:46209.0:111234.0:46209.0:111234.0:46208.0:111235.0:46207.0:111235.0:46202.0:111233.0:46200.0]
556,556,[111737.0:46192.0:111736.0:46193.0:111734.0:46193.0:111733.0:46194.0:111731.0:46194.0:111730.0:46195.0:111729.0:46195.0:111728.0:46196.0:111727.0:46196.0:111726.0:46197.0:111725.0:46197.0:111723.0:46199.0:111722.0:46199.0:111721.0:46200.0:111720.0:46200.0:111710.0:46210.0:111710.0:46211.0:111709.0:46212.0:111709.0:46214.0:111708.0:46215.0:111708.0:46217.0:111709.0:46218.0:111709.0:46219.0:111710.0:46220.0:111710.0:46221.0:111711.0:46222.0:111715.0:46222.0:111716.0:46221.0:111717.0:46221.0:111719.0:46219.0:111720.0:46219.0:111721.0:46218.0:111724.0:46218.0:111725.0:46217.0:111726.0:46217.0:111728.0:46215.0:111729.0:46215.0:111734.0:46210.0:111734.0:46208.0:111735.0:46207.0:111735.0:46205.0:111740.0:46200.0:111741.0:46200.0:111741.0:46199.0:111742.0:46198.0:111742.0:46194.0:111741.0:46194.0:111740.0:46193.0:111739.0:46193.0:111738.0:46192.0]
202,202,[110806.0:46201.0:110805.0:46202.0:110804.0:46202.0:110803.0:46203.0:110803.0:46204.0:110802.0:46205.0:110802.0:46214.0:110803.0:46215.0:110803.0:46217.0:110806.0:46220.0:110810.0:46220.0:110813.0:46217.0:110813.0:46215.0:110814.0:46214.0:110814.0:46209.0:110813.0:46208.0:110813.0:46206.0:110810.0:46203.0:110809.0:46203.0:110808.0:46202.0:110807.0:46202.0]
97,97,[108544.0:46206.0:108543.0:46207.0:108543.0:46208.0:108542.0:46209.0:108542.0:46210.0:108543.0:46211.0:108543.0:46212.0:108546.0:46215.0:108547.0:46215.0:108548.0:46216.0:108549.0:46216.0:108550.0:46217.0:108552.0:46217.0:108553.0:46216.0:108554.0:46216.0:108554.0:46213.0:108547.0:46206.0]
387,387,[111491.0:46200.0:111485.0:46206.0:111485.0:46207.0:111484.0:46208.0:111484.0:46221.0:111485.0:46222.0:111486.0:46222.0:111490.0:46226.0:111491.0:46226.0:111492.0:46225.0:111493.0:46225.0:111499.0:46219.0:111499.0:46218.0:111500.0:46217.0:111500.0:46215.0:111501.0:46214.0:111501.0:46213.0:111502.0:46212.0:111502.0:46206.0:111501.0:46205.0:111501.0:46204.0:111499.0:46202.0:111499.0:46201.0:111498.0:46200.0]
